prediction,true_label,source,confidence,entropy,is_correct,used_hierarchy,used_ssp,used_dlts,experiment,row_index
Cs,Medical,Hier_NLI,0.32942079125534235,0.4265723260431127,False,True,False,False,hier,96
Biochemistry,Biochemistry,Hier_NLI,0.40844441662612746,0.3438614633400255,True,True,False,False,hier,97
Mae,Cs,Hier_NLI,0.6648558785029812,1.3256753298505213,False,True,False,False,hier,98
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,hier,99
Biochemistry,Biochemistry,Human,1.0,0.99901116,True,True,True,True,hier,100
Medical,Medical,Human,1.0,1.5541945,True,True,True,True,hier,101
Psychology,Ece,Hier_NLI,0.3091502283033756,0.2990970982881568,False,True,False,False,hier,102
Civil,Civil,KNN,0.8,0.7219280948873623,True,True,True,True,hier,103
Medical,Medical,Human,1.0,1.5826886,True,True,True,True,hier,104
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,hier,105
Cs,Cs,Human,1.0,1.5837955,True,True,True,True,hier,106
Cs,Cs,Human,1.0,1.582212,True,True,True,True,hier,107
Mae,Cs,Hier_NLI,0.7753393633622346,0.709401852408386,False,True,False,False,hier,108
Ece,Ece,Human,1.0,1.5799826,True,True,True,True,hier,109
Ece,Ece,Human,1.0,1.9933733,True,True,True,True,hier,110
Ece,Ece,Human,1.0,1.5840796,True,True,True,True,hier,111
Civil,Ece,Hier_NLI,0.8406720470151248,1.343873764403109,False,True,False,False,hier,112
Mae,Mae,Human,1.0,1.9828737,True,True,True,True,hier,113
Ece,Ece,Human,1.0,1.5754497,True,True,True,True,hier,114
Cs,Medical,Hier_NLI,0.5972385648881169,0.30679683096115173,False,True,False,False,hier,115
Ece,Ece,Hier_NLI,0.7245782510204093,0.2785647058984583,True,True,False,False,hier,116
Mae,Ece,Hier_NLI,0.5776060743076918,1.0695127008794372,False,True,False,False,hier,117
Psychology,Psychology,Human,1.0,1.5488645,True,True,True,True,hier,118
Psychology,Medical,Hier_NLI,0.4852579767089075,0.5642054275368051,False,True,False,False,hier,119
Civil,Biochemistry,Hier_NLI,0.39891982720591823,0.7099885035154332,False,True,False,False,hier,120
Medical,Biochemistry,Hier_NLI,0.6108973725808365,0.9758308507406603,False,True,False,False,hier,121
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,hier,122
Civil,Civil,Human,1.0,1.584566,True,True,True,True,hier,123
Ece,Ece,Human,1.0,1.5772057,True,True,True,True,hier,124
Medical,Medical,Human,1.0,1.5742335,True,True,True,True,hier,125
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,hier,126
Mae,Mae,Human,1.0,1.5839523,True,True,True,True,hier,127
Civil,Ece,Hier_NLI,0.8579337409395367,0.6305661581812614,False,True,False,False,hier,128
Civil,Ece,Hier_NLI,0.833983300130904,1.2197780110990584,False,True,False,False,hier,129
Medical,Medical,Human,1.0,1.5691626,True,True,True,True,hier,130
Ece,Ece,KNN,0.8,0.7219280948873623,True,True,True,True,hier,131
Ece,Medical,Hier_NLI,0.8517754802373088,1.4565785340436188,False,True,False,False,hier,132
Ece,Mae,KNN,0.8,0.7219280948873623,False,True,True,True,hier,133
Civil,Civil,Human,1.0,1.5847198,True,True,True,True,hier,134
Civil,Civil,Human,1.0,1.5763365,True,True,True,True,hier,135
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,hier,136
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,137
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,138
Mae,Medical,Hier_NLI,0.8798478360588031,1.4062851175537558,False,True,False,False,hier,139
Biochemistry,Medical,KNN,0.8,0.7219280948873623,False,True,True,True,hier,140
Biochemistry,Medical,Hier_NLI,0.39921478644557196,0.8636328067759523,False,True,False,False,hier,141
Civil,Civil,Human,1.0,1.5716796,True,True,True,True,hier,142
Biochemistry,Medical,KNN,0.8,0.7219280948873623,False,True,True,True,hier,143
Medical,Medical,Human,1.0,1.5782397,True,True,True,True,hier,144
Biochemistry,Medical,Hier_NLI,0.38791520477364183,0.596743136953261,False,True,False,False,hier,145
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,hier,146
Medical,Medical,Human,1.0,1.5822201,True,True,True,True,hier,147
Medical,Medical,Human,1.0,1.5719295,True,True,True,True,hier,148
Medical,Medical,Hier_NLI,0.5566568447097155,0.7072252304497523,True,True,False,False,hier,149
Medical,Medical,Human,1.0,1.5469747,True,True,True,True,hier,150
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,151
Ece,Mae,KNN,0.8,0.7219280948873623,False,True,True,True,hier,152
Ece,Mae,KNN,0.8,0.7219280948873623,False,True,True,True,hier,153
Biochemistry,Medical,Hier_NLI,0.7135869216789046,0.5622190366795758,False,True,False,False,hier,154
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,155
Cs,Medical,Hier_NLI,0.5638163519792534,0.7184138924665383,False,True,False,False,hier,156
Ece,Medical,Hier_NLI,0.835412622564081,0.11816218768846581,False,True,False,False,hier,157
Medical,Medical,Human,1.0,1.5769804,True,True,True,True,hier,158
Cs,Medical,Hier_NLI,0.7304378902737763,0.17730013886143364,False,True,False,False,hier,159
Mae,Mae,Hier_NLI,0.6803824832677212,1.1798718516639346,True,True,False,False,hier,160
Medical,Medical,Human,1.0,1.58061,True,True,True,True,hier,161
Ece,Biochemistry,Hier_NLI,0.34262269648756416,0.5687382793161136,False,True,False,False,hier,162
Psychology,Ece,Hier_NLI,0.40520125649056465,1.2121687027060317,False,True,False,False,hier,163
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,164
Medical,Biochemistry,Hier_NLI,0.5568922525472322,0.7719219569353414,False,True,False,False,hier,165
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,hier,166
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,hier,167
Ece,Ece,Human,1.0,1.5833132,True,True,True,True,hier,168
Ece,Ece,Human,1.0,1.5804981,True,True,True,True,hier,169
Cs,Cs,Human,1.0,1.5716543,True,True,True,True,hier,170
Civil,Civil,Human,1.0,1.5829582,True,True,True,True,hier,171
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,hier,172
Mae,Medical,Hier_NLI,0.8858248616147926,1.2282843774735859,False,True,False,False,hier,173
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,hier,174
Medical,Ece,Hier_NLI,0.5006452191502289,1.029018383425432,False,True,False,False,hier,175
Medical,Mae,Hier_NLI,0.6779852775094646,0.3814017160658193,False,True,False,False,hier,176
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,hier,177
Biochemistry,Biochemistry,Human,1.0,0.9994587,True,True,True,True,hier,178
Mae,Mae,Human,1.0,1.5830784,True,True,True,True,hier,179
Medical,Cs,Hier_NLI,0.8933436199197564,0.7268115696101627,False,True,False,False,hier,180
Ece,Medical,Hier_NLI,0.45841503533975814,1.0860654046455833,False,True,False,False,hier,181
Psychology,Psychology,Human,1.0,1.5554659,True,True,True,True,hier,182
Civil,Mae,KNN,0.8,0.7219280948873623,False,True,True,True,hier,183
Mae,Mae,Human,1.0,1.5840659,True,True,True,True,hier,184
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,hier,185
Civil,Civil,KNN,0.8,0.7219280948873623,True,True,True,True,hier,186
Biochemistry,Biochemistry,Hier_NLI,0.40000021394494756,0.5628638911142262,True,True,False,False,hier,187
Ece,Civil,KNN,1.0,-0.0,False,True,True,True,hier,188
Ece,Civil,KNN,1.0,-0.0,False,True,True,True,hier,189
Biochemistry,Civil,Hier_NLI,0.6277999692803999,0.37062306569956605,False,True,False,False,hier,190
Ece,Ece,Human,1.0,1.581641,True,True,True,True,hier,191
Civil,Mae,Hier_NLI,0.631134234306852,0.8558052921546131,False,True,False,False,hier,192
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,193
Ece,Ece,KNN,0.8,0.7219280948873623,True,True,True,True,hier,194
Ece,Ece,Human,1.0,1.5786159,True,True,True,True,hier,195
Biochemistry,Medical,KNN,1.0,-0.0,False,True,True,True,hier,196
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,hier,197
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,hier,198
Civil,Mae,KNN,0.8,0.7219280948873623,False,True,True,True,hier,199
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,hier,200
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,hier,201
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,hier,202
Biochemistry,Biochemistry,Human,1.0,1.9957521,True,True,True,True,hier,203
Ece,Psychology,Hier_NLI,0.8531319795048566,0.4831074151774749,False,True,False,False,hier,204
Psychology,Psychology,Human,1.0,1.5194879,True,True,True,True,hier,205
Cs,Cs,KNN,1.0,-0.0,True,True,True,True,hier,206
Medical,Psychology,Hier_NLI,0.31585805711496423,0.9320790311629488,False,True,False,False,hier,207
Civil,Civil,Human,1.0,1.5845611,True,True,True,True,hier,208
Mae,Biochemistry,Hier_NLI,0.544426639831948,0.48042816185646264,False,True,False,False,hier,209
Biochemistry,Ece,Hier_NLI,0.487408895074783,1.3692109359232525,False,True,False,False,hier,210
Ece,Ece,KNN,0.8,0.7219280948873623,True,True,True,True,hier,211
Mae,Medical,Hier_NLI,0.6426316889306267,0.5814628177191561,False,True,False,False,hier,212
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,hier,213
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,214
Biochemistry,Civil,KNN,0.8,0.7219280948873623,False,True,True,True,hier,215
Mae,Biochemistry,Hier_NLI,0.3055982129164015,1.3704305635905465,False,True,False,False,hier,216
Psychology,Ece,Hier_NLI,0.7266382850406764,0.4912745312260557,False,True,False,False,hier,217
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,hier,218
Ece,Ece,KNN,0.8,0.7219280948873623,True,True,True,True,hier,219
Cs,Mae,KNN,0.8,0.7219280948873623,False,True,True,True,hier,220
Ece,Ece,KNN,0.8,0.7219280948873623,True,True,True,True,hier,221
Mae,Mae,Human,1.0,1.5845199,True,True,True,True,hier,222
Ece,Ece,KNN,0.8,0.7219280948873623,True,True,True,True,hier,223
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,224
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,225
Ece,Mae,Hier_NLI,0.5909938454958146,0.9462363407199853,False,True,False,False,hier,226
Psychology,Psychology,Human,1.0,1.5807629,True,True,True,True,hier,227
Cs,Cs,KNN,1.0,-0.0,True,True,True,True,hier,228
Mae,Mae,Human,1.0,1.5798602,True,True,True,True,hier,229
Mae,Mae,Human,1.0,1.584369,True,True,True,True,hier,230
Civil,Mae,Hier_NLI,0.720413523531733,0.282305708413664,False,True,False,False,hier,231
Ece,Ece,Human,1.0,1.5833507,True,True,True,True,hier,232
Ece,Ece,Human,1.0,1.5756003,True,True,True,True,hier,233
Ece,Ece,Human,1.0,1.584571,True,True,True,True,hier,234
Medical,Psychology,Hier_NLI,0.568683728187799,1.1897205867505056,False,True,False,False,hier,235
Medical,Psychology,Hier_NLI,0.5845156999155516,0.3803048057593452,False,True,False,False,hier,236
Mae,Mae,Human,1.0,1.5815628,True,True,True,True,hier,237
Civil,Civil,Human,1.0,1.5495532,True,True,True,True,hier,238
Psychology,Psychology,Hier_NLI,0.8373298368434432,1.3096288163243288,True,True,False,False,hier,239
Ece,Ece,Human,1.0,1.5743415,True,True,True,True,hier,240
Cs,Cs,Human,1.0,1.5509074,True,True,True,True,hier,241
Biochemistry,Psychology,Hier_NLI,0.42653888917469207,0.7334242493917339,False,True,False,False,hier,242
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,243
Ece,Ece,KNN,0.8,0.7219280948873623,True,True,True,True,hier,244
Mae,Mae,Human,1.0,1.5813125,True,True,True,True,hier,245
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,246
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,247
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,248
Mae,Mae,Human,1.0,1.5834687,True,True,True,True,hier,249
Ece,Ece,Human,1.0,1.5845767,True,True,True,True,hier,250
Mae,Medical,Hier_NLI,0.4304932407094576,0.2323553764592781,False,True,False,False,hier,251
Biochemistry,Mae,Hier_NLI,0.6356859570661828,0.6089538572017554,False,True,False,False,hier,252
Biochemistry,Ece,Hier_NLI,0.6961345647326511,1.1916162957434653,False,True,False,False,hier,253
Civil,Civil,KNN,1.0,-0.0,True,True,True,True,hier,254
Mae,Mae,Human,1.0,1.9952879,True,True,True,True,hier,255
Civil,Mae,Hier_NLI,0.512812940089289,0.20681297017981926,False,True,False,False,hier,256
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,hier,257
Cs,Cs,KNN,1.0,-0.0,True,True,True,True,hier,258
Ece,Ece,Human,1.0,1.5838523,True,True,True,True,hier,259
Ece,Ece,Human,1.0,1.5840533,True,True,True,True,hier,260
Civil,Civil,KNN,0.8,0.7219280948873623,True,True,True,True,hier,261
Civil,Civil,Human,1.0,1.5704745,True,True,True,True,hier,262
Medical,Ece,Hier_NLI,0.6117067003889447,0.9760207996465204,False,True,False,False,hier,263
Psychology,Cs,Hier_NLI,0.4367138412705194,0.8101727115254705,False,True,False,False,hier,264
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,hier,265
Mae,Mae,Human,1.0,1.578598,True,True,True,True,hier,266
Civil,Civil,Human,1.0,1.9982364,True,True,True,True,hier,267
Mae,Mae,Human,1.0,1.5834287,True,True,True,True,hier,268
Civil,Civil,KNN,0.8,0.7219280948873623,True,True,True,True,hier,269
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,270
Medical,Civil,Hier_NLI,0.381546373385897,0.5338174502411812,False,True,False,False,hier,271
Mae,Mae,KNN,0.8,0.7219280948873623,True,True,True,True,hier,272
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,hier,273
Cs,Cs,Human,1.0,1.5693703,True,True,True,True,hier,274
Civil,Civil,Human,1.0,0.9982824,True,True,True,True,hier,275
Civil,Biochemistry,Hier_NLI,0.44295759003975155,1.157864335820178,False,True,False,False,hier,276
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,277
Mae,Mae,Human,1.0,1.5795445,True,True,True,True,hier,278
Ece,Ece,Human,1.0,1.5775924,True,True,True,True,hier,279
Mae,Mae,KNN,0.8,0.7219280948873623,True,True,True,True,hier,280
Psychology,Cs,Hier_NLI,0.8498238355170944,0.17341703269970798,False,True,False,False,hier,281
Mae,Mae,Human,1.0,1.5809822,True,True,True,True,hier,282
Medical,Psychology,Hier_NLI,0.781090798395645,0.7966985628751919,False,True,False,False,hier,283
Cs,Cs,Human,1.0,1.5811154,True,True,True,True,hier,284
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,285
Cs,Psychology,Hier_NLI,0.3841474068973261,0.8096084019258482,False,True,False,False,hier,286
Cs,Ece,Hier_NLI,0.3279361836691212,0.22096858157253796,False,True,False,False,hier,287
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,288
Ece,Ece,KNN,0.8,0.7219280948873623,True,True,True,True,hier,289
Mae,Ece,KNN,0.8,0.7219280948873623,False,True,True,True,hier,290
Psychology,Psychology,Human,1.0,1.5786376,True,True,True,True,hier,291
Cs,Cs,Human,1.0,1.5790677,True,True,True,True,hier,292
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,293
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,294
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,295
Biochemistry,Medical,KNN,0.8,0.7219280948873623,False,True,True,True,hier,296
Psychology,Psychology,Human,1.0,1.5787015,True,True,True,True,hier,297
Civil,Medical,Hier_NLI,0.35591098310747715,0.29043181305917976,False,True,False,False,hier,298
Ece,Ece,Human,1.0,1.9682012,True,True,True,True,hier,299
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,hier,300
Mae,Mae,Human,1.0,1.5839448,True,True,True,True,hier,301
Psychology,Psychology,KNN,1.0,-0.0,True,True,True,True,hier,302
Cs,Cs,KNN,1.0,-0.0,True,True,True,True,hier,303
Civil,Psychology,Hier_NLI,0.4760596825047593,0.673516170451814,False,True,False,False,hier,304
Mae,Mae,KNN,1.0,-0.0,True,True,True,True,hier,305
Cs,Cs,KNN,1.0,-0.0,True,True,True,True,hier,306
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,hier,307
Cs,Biochemistry,Hier_NLI,0.7868154094516435,0.8511315303698876,False,True,False,False,hier,308
Psychology,Psychology,Human,1.0,0.9999901,True,True,True,True,hier,309
Biochemistry,Medical,KNN,0.8,0.7219280948873623,False,True,True,True,hier,310
Medical,Medical,Human,1.0,1.5760348,True,True,True,True,hier,311
Psychology,Medical,Hier_NLI,0.4928246919642687,0.1744736661349894,False,True,False,False,hier,312
Mae,Mae,Human,1.0,1.5607433,True,True,True,True,hier,313
Medical,Medical,KNN,0.8,0.7219280948873623,True,True,True,True,hier,314
Psychology,Medical,Hier_NLI,0.41139315796105846,0.11645912789804652,False,True,False,False,hier,315
Psychology,Psychology,KNN,1.0,-0.0,True,True,True,True,hier,316
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,hier,317
Cs,Cs,Human,1.0,1.5750449,True,True,True,True,hier,318
Cs,Cs,Human,1.0,0.99847215,True,True,True,True,hier,319
Ece,Mae,Hier_NLI,0.5375046632747755,0.36964592936258467,False,True,False,False,hier,320
Psychology,Biochemistry,Hier_NLI,0.374432173404792,0.7829332560188288,False,True,False,False,hier,321
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,322
Biochemistry,Biochemistry,KNN,0.8,0.7219280948873623,True,True,True,True,hier,323
Mae,Medical,Hier_NLI,0.5821301068440379,0.15639019499288914,False,True,False,False,hier,324
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,325
Mae,Mae,Human,1.0,1.5845814,True,True,True,True,hier,326
Biochemistry,Biochemistry,KNN,1.0,-0.0,True,True,True,True,hier,327
Ece,Medical,Hier_NLI,0.7053324927877839,1.1265294990701296,False,True,False,False,hier,328
Civil,Cs,KNN,0.8,0.7219280948873623,False,True,True,True,hier,329
Civil,Civil,KNN,1.0,-0.0,True,True,True,True,hier,330
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,hier,331
Cs,Cs,KNN,0.8,0.7219280948873623,True,True,True,True,hier,332
Psychology,Psychology,KNN,1.0,-0.0,True,True,True,True,hier,333
Psychology,Psychology,KNN,0.8,0.7219280948873623,True,True,True,True,hier,334
Mae,Mae,Human,1.0,1.5692731,True,True,True,True,hier,335
Mae,Medical,Hier_NLI,0.5213091718336487,0.3126994554614014,False,True,False,False,hier,336
Biochemistry,Medical,Hier_NLI,0.4041668975644265,1.1816556318492928,False,True,False,False,hier,337
Civil,Civil,KNN,1.0,-0.0,True,True,True,True,hier,338
Mae,Cs,KNN,0.8,0.7219280948873623,False,True,True,True,hier,339
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,340
Ece,Ece,KNN,1.0,-0.0,True,True,True,True,hier,341
